Company,Company LinkedIn,Company Location (State),Employee Size,Industry,Phone,Revenue,Website
LENEX STEEL COMPANY,,Indiana,55,Construction,,27000000,lenexsteel.com
LENEX STEEL COMPANY,,Indiana,55,Construction,+13178181622,,lenexsteel.com
LENOX,,,201-500,Manufacturing,,400M,http://www.lenox.com
LENOX,,,490,Retail,,400000000,http://www.lenox.com
LENOX,https://www.linkedin.com/company/8250,Pennsylvania,201-500,Manufacturing,,400M,http://www.lenox.com
LESCO DESIGN & MANUFACTURING,,Kentucky,89,Industrial Automation,,25000000,lescodesign.com
LESCO DESIGN & MANUFACTURING,,Kentucky,89,Industrial Automation,+15022227101,,lescodesign.com
LESLEY RUSSO ESQUIRE,,,ten,,,,
LESLEY RUSSO ESQUIRE,,,one,,,,
LESTER BUILDING SYSTEMS,,Minnesota,130,Construction,,39000000,lesterbuildings.com
LESTER BUILDING SYSTEMS,,Minnesota,130,Construction,+12174600602,,lesterbuildings.com
LESTER BUILDING SYSTEMS,,Minnesota,130,Construction,+13203952531,,lesterbuildings.com
LESTER SALES COMPANY,,Indiana,63,electrical/electronic manufacturing,,25000000,lestersalesco.com
LESTER SALES COMPANY,,Indiana,63,electrical/electronic manufacturing,+1 (636) 515-0864,,lestersalesco.com
LESTER SALES COMPANY,,Indiana,63,electrical/electronic manufacturing,+18889636270,,lestersalesco.com
LEVENGER COMPANY,,,96,Retail,,45000000,http://www.levenger.com
LEVENGER COMPANY,,Florida,96,Retail,,45000000,http://www.levenger.com
LEWCO,,,51-200,Machinery Manufacturing,,31.9M,http://www.lewcoinc.com
LEWCO,https://www.linkedin.com/company/153440,,four,Machinery Manufacturing,,,http://www.lewcoinc.com
LEWCO,https://www.linkedin.com/company/153440,Ohio,51-200,Machinery Manufacturing,,31.9M,http://www.lewcoinc.com
LEWIS,,,140,Marketing & Advertising,,,https://www.lewiscommunications.com/
LEWIS,https://www.linkedin.com/company/lewis-communications/,,140,Marketing & Advertising,,,https://www.lewiscommunications.com/
LHH,,,"10,001+",Human Resources Services,,,http://www.lhh.com/
LHH,https://www.linkedin.com/company/lee-hecht-harrison/,,"10,001+",Human Resources Services,,,http://www.lhh.com/
LIBERTY,,,2500,Utilities,,,http://www.libertyutilities.com/
LIBERTY,http://www.linkedin.com/company/libertyenergyandwater,,2500,Utilities,,,http://www.libertyutilities.com/
LIBERTY FURNITURE,,,78,Wholesale,,,https://www.mylibertyfurniture.com/
LIBERTY FURNITURE,https://www.linkedin.com/company/liberty-furniture-industries/,,78,Wholesale,,,https://www.mylibertyfurniture.com/
LIBRA INDUSTRIES,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,40M,http://www.libraindustries.com
LIBRA INDUSTRIES,,,250,electrical/electronic manufacturing,,45490000,http://www.libraindustries.com
LIBRA INDUSTRIES,,Ohio,250,electrical/electronic manufacturing,,45490000,http://www.libraindustries.com
LIBRA INDUSTRIES,https://linkedin.com/company/libra-industries,,seven,"Appliances, Electrical, and Electronics Manufacturing",,,http://www.libraindustries.com
LIBRA INDUSTRIES,https://linkedin.com/company/libra-industries,Ohio,201-500,"Appliances, Electrical, and Electronics Manufacturing",,40M,http://www.libraindustries.com
LIBRA INDUSTRIES,https://www.linkedin.com/company/libra-industries,Florida,51,"Appliances, Electrical, and Electronics Manufacturing",,50000000,libraindustries.com
LIFECORE BIOMEDICAL,,Minnesota,270,Pharmaceuticals,,185800000,lifecore.com
LIFECORE BIOMEDICAL,,Minnesota,270,Pharmaceuticals,,,lifecore.com
LIFECORE BIOMEDICAL,,Minnesota,9/26/1900,Pharmaceuticals,,,lifecore.com
LIFESCAN,,Pennsylvania,2083,medical devices,,501400000,lifescan.com
LIFESCAN,,Pennsylvania,2083,medical devices,"+1-203-296-1550,+1-203-356-5000",,lifescan.com
LIFESCAN,,Pennsylvania,2083,medical devices,+18002278862,,lifescan.com
LIGHTCORP,,Michigan,54,electrical/electronic manufacturing,,$30M,lightcorp.com
LIGHTCORP,,Michigan,54,electrical/electronic manufacturing,+16164029906,,lightcorp.com
LIGHTCORP,,Michigan,54,electrical/electronic manufacturing,+16168425100,,lightcorp.com
LINCOLN ELECTRIC,https://www.linkedin.com/company/10281,,5001,machinery,,328600000,lincolnelectric.com
LINCOLN ELECTRIC,https://www.linkedin.com/company/10281,Coahuila,5001,machinery,,328600000,lincolnelectric.com
LINCOLN ELECTRIC,https://www.linkedin.com/company/10281,Ohio,5001,machinery,,328600000,lincolnelectric.com
LINCOLN ELECTRIC,https://www.linkedin.com/company/lincoln-electric,,5001,machinery,,328600000,lincolnelectric.com
LINCOLN ELECTRIC,https://www.linkedin.com/company/lincoln-electric,Ontario,5001,machinery,,328600000,lincolnelectric.com
LINCOLN ELECTRIC HOLDINGS INC.,https://www.linkedin.com/company/10281,Ohio,5001,machinery,,328600000,lincolnelectric.com
LINCOLN ELECTRIC HOLDINGS INC.,https://www.linkedin.com/company/10281,Tennessee,5001,machinery,,328600000,lincolnelectric.com
LINDAR CORPORATION,,Minnesota,68,plastics,,$35M,lindarcorp.com
LINDAR CORPORATION,,Minnesota,68,plastics,+12188293457,,lindarcorp.com
LINK ENGINEERING,,,"501-1,000",Industrial Machinery Manufacturing,,162.9M,http://www.linkeng.com
LINK ENGINEERING,https://www.linkedin.com/company/link-engineering-company,Michigan,"501-1,000",Industrial Machinery Manufacturing,,162.9M,http://www.linkeng.com
"LIPHATECH, INC.",,,74,Chemical Manufacturing,,52000000,liphatech.com
"LIPHATECH, INC.",,Wisconsin,74,Chemical Manufacturing,,52000000,liphatech.com
LITTFIN LUMBER,,Minnesota,61,Construction,,50000000,littfintruss.com
LITTFIN LUMBER,,Minnesota,61,Construction,+13204853861,,littfintruss.com
LITTLE RAPIDS CORPORATION,,,201-500,Paper and Forest Product Manufacturing,,87.4M,http://www.littlerapids.com
LITTLE RAPIDS CORPORATION,https://linkedin.com/company/little-rapids-corporation,Wisconsin,201-500,Paper and Forest Product Manufacturing,,87.4M,http://www.littlerapids.com
LITTLE TIKES,,,"1,001-5,000",Manufacturing,,450M,http://www.littletikes.com
LITTLE TIKES,https://www.linkedin.com/company/8965,Ohio,"1,001-5,000",Manufacturing,,450M,http://www.littletikes.com
"LIVER MOMMAS & FAMILIES, INC. - A 501C3 ORGANIZATION",,,2,Philanthropic Fundraising Services,,,https://www.livermommas.org/
"LIVER MOMMAS & FAMILIES, INC. - A 501C3 ORGANIZATION",http://www.linkedin.com/company/livermommas,,2,Philanthropic Fundraising Services,,,https://www.livermommas.org/
LIVING SPACES,,,"1,001-5,000",Retail,,,https://www.livingspaces.com/
LIVING SPACES,https://www.linkedin.com/company/living-spaces-furniture/,,"1,001-5,000",Retail,,,https://www.livingspaces.com/
LLFLEX,,Kentucky,78,Packaging & Containers,,$120.0M,llflex.com
LLFLEX,,Kentucky,78,Packaging & Containers,+1 (800) 634-3645,,llflex.com
LNS,https://www.linkedin.com/company/lns-northamerica,,three,machinery,,,lns-northamerica.com
LNS,https://www.linkedin.com/company/lns-northamerica,,90,machinery,,9000000,lns.lu
LNS,https://www.linkedin.com/company/lns-northamerica,North Carolina,90,machinery,,9000000,lns-northamerica.com
LNS NORTH AMERICA,,,"501-1,000",Machinery Manufacturing,,41.8M,http://www.LNS-northamerica.com
LNS NORTH AMERICA,https://linkedin.com/company/lns-northamerica,Ohio,"501-1,000",Machinery Manufacturing,,41.8M,http://www.LNS-northamerica.com
LOC PERFORMANCE,,,"501-1,000",Manufacturing,,120M,http://www.locperformance.com
LOC PERFORMANCE,https://www.linkedin.com/company/loc-performance,Michigan,"501-1,000",Manufacturing,,120M,http://www.locperformance.com
LOCK JOINT TUBE,,Indiana,170,Manufacturing,,25000000,ljtube.com
LOCK JOINT TUBE,,Indiana,170,Manufacturing,,,ljtube.com
LOCKER INNOVATIONS,,,five,,,,https://lockerinnovations.com/
LOCKER INNOVATIONS,,,five,,,,https://lockerinnovations.com/
LOFFLER,,,nine,,,,
LOFFLER,,,"501-1,000",IT Services and IT Consulting,,,https://www.loffler.com/
LOFFLER,https://www.linkedin.com/company/loffler-companies/,,"501-1,000",IT Services and IT Consulting,,,https://www.loffler.com/
LOFFLER COMPANIES,,,"501-1,000",IT Services and IT Consulting,,,http://www.loffler.com/
LOFFLER COMPANIES,,,"501-1,000",IT Services and IT Consulting,,,https://www.loffler.com/
LOFFLER COMPANIES,https://www.linkedin.com/company/loffler-companies/,,"501-1,000",IT Services and IT Consulting,,,http://www.loffler.com/
LOFFLER COMPANIES,https://www.linkedin.com/company/loffler-companies/,,"501-1,000",IT Services and IT Consulting,,,https://www.loffler.com/
LOFFLER COMPANIES,https://www.linkedin.com/company/loffler-companies//,,"501-1,000",IT Services and IT Consulting,,,http://www.loffler.com/
LOFFLER COMPANIES,https://www.linkedin.com/company/loffler-companies//,,"501-1,000",IT Services and IT Consulting,,,https://www.loffler.com/
LOGAN ALUMINUM,,Kentucky,760,mining & metals,,228900000,logan-aluminum.com
LOGAN ALUMINUM,,Kentucky,760,mining & metals,+12707556000,,logan-aluminum.com
LOGAN COUNTY PUBLIC LIBRARY,,,one,,,,https://loganlibrary.org/
LOGAN COUNTY PUBLIC LIBRARY,,,four,,,,https://loganlibrary.org/
LOMAR MACHINE & TOOL COMPANY,,Michigan,62,machinery,,$25.6M,lomar.com
LOMAR MACHINE & TOOL COMPANY,,Michigan,62,machinery,+1 (517) 563-8136,,lomar.com
LOMMEN ABDO LAW FIRM,,,51-200,Legal Services,,,https://lommen.com/
LOMMEN ABDO LAW FIRM,https://www.linkedin.com/company/lommen-abdo/,,51-200,Legal Services,,,https://lommen.com/
LORDSTOWN MOTORS,,,"501-1,000",Motor Vehicle Manufacturing,,187.1M,http://www.lordstownmotors.com
LORDSTOWN MOTORS,https://linkedin.com/company/lordstownmotorscorp,Michigan,"501-1,000",Motor Vehicle Manufacturing,,187.1M,http://www.lordstownmotors.com
LORRI KELLEY ADVISORS,,,four,,,,https://lorrikelley.com/
LORRI KELLEY ADVISORS,,,ten,,,,https://lorrikelley.com/
LOUISVILLE LADDER,,Kentucky,500,Mechanical Or Industrial Engineering,,320000000,louisvilleladder.com
LOUISVILLE LADDER,,Kentucky,500,Mechanical Or Industrial Engineering,,,louisvilleladder.com
LOWELL INC.,,Minnesota,61,medical devices,,30037000,lowellinc.com
LOWELL INC.,,Minnesota,61,medical devices,+1-651-775-9292,,lowellinc.com
LOWELL INC.,,Minnesota,61,medical devices,+17634253355,,lowellinc.com
LSI INDUSTRIES,,,"1,001-5,000","Appliances, Electrical, and Electronics Manufacturing",,455.1M,http://www.lsicorp.com
LSI INDUSTRIES,https://linkedin.com/company/lsi-industries,Ohio,"1,001-5,000","Appliances, Electrical, and Electronics Manufacturing",,455.1M,http://www.lsicorp.com
LUTRON ELECTRONICS,,,2800,"Appliances, Electrical, and Electronics Manufacturing",,210000000,lutron.com
LUTRON ELECTRONICS,,Pennsylvania,2800,"Appliances, Electrical, and Electronics Manufacturing",,210000000,lutron.com
M8 PHARMACEUTICALS,,,201-500,Pharmaceutical Manufacturing,,258M,http://www.m8pharmaceuticals.com
M8 PHARMACEUTICALS,https://www.linkedin.com/company/145413,Pennsylvania,201-500,Pharmaceutical Manufacturing,,258M,http://www.m8pharmaceuticals.com
MAC FREIGHT SERVICES,,,one,,,,https://www.macfreight.com/
MAC FREIGHT SERVICES,,,three,,,,https://www.macfreight.com/
MAC PAPERS AND PACKAGING,,,"501-1,000","Transportation, Logistics, Supply Chain and Storage",,469.7M,https://www.macpapers.com
MAC PAPERS AND PACKAGING,https://linkedin.com/company/macpapers,,two,"Transportation, Logistics, Supply Chain and Storage",,,https://www.macpapers.com
MAC PAPERS AND PACKAGING,https://linkedin.com/company/macpapers,Florida,"501-1,000","Transportation, Logistics, Supply Chain and Storage",,469.7M,https://www.macpapers.com
MAC TOOLS,,,201-500,Motor Vehicle Manufacturing,,115.5M,http://www.mactools.com
MAC TOOLS,https://linkedin.com/company/mac-tools,Ohio,201-500,Motor Vehicle Manufacturing,,115.5M,http://www.mactools.com
MAC VALVES,,,"501-1,000",Automation Machinery Manufacturing,,300M,http://www.macvalves.com
MAC VALVES,https://linkedin.com/company/mac-valves-inc.,Michigan,"501-1,000",Automation Machinery Manufacturing,,300M,http://www.macvalves.com
MACTAC,,,"501-1,000",Chemical Manufacturing,,339M,http://www.mactac.com
MACTAC,https://www.linkedin.com/company/9242944,Ohio,"501-1,000",Chemical Manufacturing,,339M,http://www.mactac.com
MADISON-KIPP CORPORATION,,,201-500,Motor Vehicle Manufacturing,,37.0M,http://madison-kipp.com
MADISON-KIPP CORPORATION,https://linkedin.com/company/madison-kipp-corporation,Wisconsin,201-500,Motor Vehicle Manufacturing,,37.0M,http://madison-kipp.com
MAGELLAN HEALTH,,,two,,,,
MAGELLAN HEALTH,,,"5,001-10,000",Hospitals and Health Care,,,http://www.magellanhealth.com/
MAGELLAN HEALTH,https://www.linkedin.com/company/magellan-health/,,"5,001-10,000",Hospitals and Health Care,,,http://www.magellanhealth.com/
MAGIC LEAP,,,1400,electrical/electronic manufacturing,,185000000,http://www.magicleap.com
MAGIC LEAP,,Florida,1400,electrical/electronic manufacturing,,185000000,http://www.magicleap.com
MAGNA MACHINE CO.,,,51-200,Machinery Manufacturing,,40.6M,https://www.magna-machine.com/
MAGNA MACHINE CO.,https://www.linkedin.com/company/948817,Ohio,51-200,Machinery Manufacturing,,40.6M,https://www.magna-machine.com/
MAGNAFLOW,,,"501-1,000",Automotive,,,http://www.magnaflow.com/
MAGNAFLOW,https://www.linkedin.com/company/car-sound-exhausts-inc./,,"501-1,000",Automotive,,,http://www.magnaflow.com/
"MAGNIFLEX USA LTD., INC",,,10,Furniture,,,http://www.magniflex.us/
"MAGNIFLEX USA LTD., INC",https://www.linkedin.com/company/magniflex-usa-ltd-inc/,,10,Furniture,,,http://www.magniflex.us/
MAGNUM MAGNETICS,,,201-500,Consumer Goods,,59M,http://www.magnummagnetics.com
MAGNUM MAGNETICS,https://www.linkedin.com/company/1709500,Ohio,201-500,Consumer Goods,,59M,http://www.magnummagnetics.com
MAGNUSSEN HOME FURNISHINGS,,,51-200,Furniture,,,https://www.magnussen.com/
MAGNUSSEN HOME FURNISHINGS,https://www.linkedin.com/company/magnussen-home-furnishings/,,51-200,Furniture,,,https://www.magnussen.com/
MAJOR TOOL & MACHINE,,Indiana,240,Defense & Space,,89000000,majortool.com
MAJOR TOOL & MACHINE,,Indiana,240,Defense & Space,,,majortool.com
MALCO PRODUCTS,,,201-500,Chemical Manufacturing,,96.9M,http://www.malcopro.com
MALCO PRODUCTS,https://www.linkedin.com/company/154357,Ohio,201-500,Chemical Manufacturing,,96.9M,http://www.malcopro.com
MAMMOTOME,,,"501-1,000",Medical Equipment Manufacturing,,170M,http://www.mammotome.com
MAMMOTOME,https://linkedin.com/company/mammotome,Ohio,"501-1,000",Medical Equipment Manufacturing,,170M,http://www.mammotome.com
MANITOWOC TOOL & MACHINING,,,201-500,Machinery Manufacturing,,48.6M,http://www.mantool.com
MANITOWOC TOOL & MACHINING,https://linkedin.com/company/manitowoc-tool-&-machining-llc,Wisconsin,201-500,Machinery Manufacturing,,48.6M,http://www.mantool.com
MANSFIELD PLUMBING,,,"501-1,000",Building Materials,,51.8M,http://www.mansfieldplumbing.com
MANSFIELD PLUMBING,https://www.linkedin.com/company/118008,,ten,Building Materials,,,http://www.mansfieldplumbing.com
MANSFIELD PLUMBING,https://www.linkedin.com/company/118008,Ohio,"501-1,000",Building Materials,,51.8M,http://www.mansfieldplumbing.com
MANUFACTURING AND SUPPLY CHAIN,,,five,,,,
MANUFACTURING AND SUPPLY CHAIN,,,four,,,,
MANUFACTURING TECHNOLOGY,,,201-500,Machinery Manufacturing,,40M,http://www.MTIwelding.com
MANUFACTURING TECHNOLOGY,https://www.linkedin.com/company/manufacturing-technology-inc,Indiana,201-500,Machinery Manufacturing,,40M,http://www.MTIwelding.com
MANY,,,three,,,,
MANY,,,five,,,,
MARCHANT SCHMIDT,,Wisconsin,110,machinery,,35500000,marchantschmidt.com
MARCHANT SCHMIDT,,Wisconsin,110,machinery,+19209214760,,marchantschmidt.com
MARCK INDUSTRIES,,,51-200,Facilities Services,,,https://www.marck.net/
MARCK INDUSTRIES,https://www.linkedin.com/company/marck-industries-inc/,,51-200,Facilities Services,,,https://www.marck.net/
MARION BODY WORKS,,,201-500,Motor Vehicle Manufacturing,,54.4M,https://www.marionbody.com
MARION BODY WORKS,https://linkedin.com/company/marion-body-works-inc-,Wisconsin,201-500,Motor Vehicle Manufacturing,,54.4M,https://www.marionbody.com
MARION TOOL & DIE,,Indiana,63,Aviation & Aerospace,,27980000,mariontool.com
MARION TOOL & DIE,,Indiana,63,Aviation & Aerospace,+18125339800,,mariontool.com
MARKING SERVICES,,Wisconsin,360,Construction,,67900000,markserv.com
MARKING SERVICES,,Wisconsin,360,Construction,+18002340135,,markserv.com
MARKING SERVICES,,Wisconsin,360,Construction,+1-920-979-3695,,markserv.com
MARMON/KEYSTONE,,,201-500,Mining,,307.5M,http://www.marmonkeystone.com
MARMON/KEYSTONE,https://www.linkedin.com/company/marmon-keystone,,three,Mining,,,http://www.marmonkeystone.com
MARMON/KEYSTONE,https://www.linkedin.com/company/marmon-keystone,Pennsylvania,201-500,Mining,,307.5M,http://www.marmonkeystone.com
MARSH ELECTRONICS,,,51-200,"Appliances, Electrical, and Electronics Manufacturing",,180M,http://www.marshelectronics.com
MARSH ELECTRONICS,https://linkedin.com/company/marsh-electronics-inc.,Wisconsin,51-200,"Appliances, Electrical, and Electronics Manufacturing",,180M,http://www.marshelectronics.com
MARSH MCLENNAN AGENCY,,,"5,001-10,000",Insurance,,,https://www.marshmma.com/
MARSH MCLENNAN AGENCY,https://www.linkedin.com/company/marsh-mclennan-agency/,,"5,001-10,000",Insurance,,,https://www.marshmma.com/
MARSHALL HEALING,,,one,,,,https://marshallhealing.com/
MARSHALL HEALING,,,five,,,,https://marshallhealing.com/
MARTIN CALIBRATION INC.,,Minnesota,55,machinery,,$68.3M,martincalibration.com
MARTIN CALIBRATION INC.,,Minnesota,55,machinery,+1 (952) 334-8033,,martincalibration.com
MARXMODA,,,67,Furniture and Home Furnishings Manufacturing,,60600000,marxmoda.com
MARXMODA,,Michigan,67,Furniture and Home Furnishings Manufacturing,,60600000,marxmoda.com
MASTER FLUID SOLUTIONS,,,201-500,Chemical Manufacturing,,125M,https://www.masterfluids.com
MASTER FLUID SOLUTIONS,https://linkedin.com/company/master-fluid-solutions,Ohio,201-500,Chemical Manufacturing,,125M,https://www.masterfluids.com
MASTERCARD,,,seven,,,,
MASTERCARD,,,"10,001+",IT Services and IT Consulting,,,http://www.mastercard.com/
MASTERCARD,https://www.linkedin.com/company/mastercard/,,"10,001+",IT Services and IT Consulting,,,http://www.mastercard.com/
"MASTERMOLD, LLC",,Wisconsin,94,plastics,,$54.0M,mastermoldllc.com
"MASTERMOLD, LLC",,Wisconsin,94,plastics,+19206992711,,mastermoldllc.com
MASTERS PHARMACEUTICAL,,,201-500,Pharmaceutical Manufacturing,,36.2M,http://www.MastersRx.com
MASTERS PHARMACEUTICAL,https://www.linkedin.com/company/922558,Ohio,201-500,Pharmaceutical Manufacturing,,36.2M,http://www.MastersRx.com
MASTERSON FOODS,,,51-200,Food & Beverages,,32.2M,http://www.mastersonfoods.com
MASTERSON FOODS,https://linkedin.com/company/masterson-foods,Wisconsin,51-200,Food & Beverages,,32.2M,http://www.mastersonfoods.com
MATENAER CORPORATION,,Wisconsin,55,machinery,,44800000,matenaer.com
MATENAER CORPORATION,,Wisconsin,55,machinery,+12623380700,,matenaer.com
MATRIC LIMITED,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,81.4M,http://www.matric.com/
MATRIC LIMITED,https://www.linkedin.com/company/210624,Pennsylvania,201-500,"Appliances, Electrical, and Electronics Manufacturing",,81.4M,http://www.matric.com/
MATRIX DESIGN GROUP,,,81,electrical/electronic manufacturing,,29419000,http://www.matrixteam.com
MATRIX DESIGN GROUP,,Indiana,81,electrical/electronic manufacturing,,29419000,http://www.matrixteam.com
MAYCO INTERNATIONAL,,Michigan,550,Automotive,,52100000,maycointernational.com
MAYCO INTERNATIONAL,,Michigan,550,Automotive,+15868036000ext6020,,maycointernational.com
MAYFRAN INTERNATIONAL,,,201-500,Automation Machinery Manufacturing,,150M,http://www.mayfran.com
MAYFRAN INTERNATIONAL,https://linkedin.com/company/mayfran-international,Ohio,201-500,Automation Machinery Manufacturing,,150M,http://www.mayfran.com
MAYSTEEL INDUSTRIES,,,"501-1,000",Industrial Machinery Manufacturing,,112.5M,http://www.maysteel.com
